loan_id,customer_id,loan_type,principal,interest_rate,tenure_months,loan_status
LN040154,CUST002684,AUTO,3539563.05,14.63,120,CLOSED
LN040155,CUST016261,HOME,7105760.63,14.8,12,DEFAULT
LN040156,CUST056636,EDUCATION,3579114.17,12.0,240,CLOSED
LN040157,CUST009504,HOME,4328865.52,10.71,240,DEFAULT
LN040158,CUST044002,EDUCATION,8003331.47,7.92,12,ACTIVE
LN040159,CUST027179,AUTO,5228206.12,12.94,12,ACTIVE
LN040160,CUST049960,HOME,7733320.25,13.53,120,DEFAULT
LN040161,CUST009721,EDUCATION,4127522.54,11.74,60,DEFAULT
LN040162,CUST073269,PERSONAL,3106083.78,14.61,120,DEFAULT
LN040163,CUST059511,EDUCATION,2179909.59,8.98,12,ACTIVE
LN040164,CUST046489,HOME,7920538.76,11.87,60,DEFAULT
LN040165,CUST001927,HOME,3846569.25,7.64,12,DEFAULT
LN040166,CUST054025,EDUCATION,8434627.96,8.01,60,ACTIVE
LN040167,CUST002716,EDUCATION,3976856.15,8.87,120,CLOSED
LN040168,CUST041426,EDUCATION,7063646.77,11.38,12,CLOSED
LN040169,CUST097269,PERSONAL,3993723.75,8.21,24,CLOSED
LN040170,CUST014383,PERSONAL,780532.79,9.61,24,CLOSED
LN040171,CUST029907,EDUCATION,286570.64,13.2,120,CLOSED
LN040172,CUST035483,EDUCATION,8031466.72,7.74,36,DEFAULT
LN040173,CUST028450,PERSONAL,4896655.73,8.34,36,DEFAULT
LN040174,CUST098200,AUTO,8401152.14,9.87,36,CLOSED
LN040175,CUST089166,EDUCATION,8824221.82,13.46,240,ACTIVE
LN040176,CUST047379,EDUCATION,677883.16,9.13,120,DEFAULT
LN040177,CUST031198,PERSONAL,9515451.45,9.58,120,ACTIVE
LN040178,CUST079184,EDUCATION,5759271.3,12.8,120,ACTIVE
LN040179,CUST031466,EDUCATION,4371698.06,10.07,240,DEFAULT
LN040180,CUST093392,AUTO,8174409.79,14.79,36,ACTIVE
LN040181,CUST043546,EDUCATION,9899168.71,7.4,12,CLOSED
LN040182,CUST091054,AUTO,3277037.86,7.41,120,DEFAULT
LN040183,CUST031184,AUTO,4595761.05,8.53,240,CLOSED
LN040184,CUST096950,AUTO,1655824.47,11.14,60,ACTIVE
LN040185,CUST046019,HOME,477273.34,14.46,24,ACTIVE
LN040186,CUST064919,HOME,8536523.23,11.0,24,CLOSED
LN040187,CUST098920,EDUCATION,8550422.57,13.37,36,CLOSED
LN040188,CUST030295,PERSONAL,4623455.07,12.99,12,CLOSED
LN040189,CUST090106,AUTO,5357738.17,12.8,120,DEFAULT
LN040190,CUST008077,AUTO,7866384.38,10.1,240,ACTIVE
LN040191,CUST002036,AUTO,5826118.09,12.99,240,DEFAULT
LN040192,CUST063994,AUTO,4327709.76,14.41,12,DEFAULT
LN040193,CUST053360,PERSONAL,7311830.56,12.81,60,DEFAULT
LN040194,CUST085937,AUTO,9586731.28,10.82,12,ACTIVE
LN040195,CUST092952,AUTO,1978489.83,9.96,120,ACTIVE
LN040196,CUST064197,AUTO,8525940.78,9.99,24,CLOSED
LN040197,CUST058783,AUTO,8680537.1,12.92,120,CLOSED
LN040198,CUST024751,HOME,6118298.11,8.32,24,CLOSED
LN040199,CUST022783,HOME,9931520.54,7.53,120,CLOSED
LN040200,CUST051349,HOME,5313901.12,14.61,36,ACTIVE
LN040201,CUST047081,HOME,6738950.09,13.13,24,CLOSED
LN040202,CUST072468,HOME,1355320.14,11.51,36,DEFAULT
LN040203,CUST085758,AUTO,4886237.09,12.91,24,CLOSED
LN040204,CUST037876,HOME,3391570.7,13.02,120,ACTIVE
LN040205,CUST079490,HOME,8685264.88,7.81,36,ACTIVE
LN040206,CUST087235,AUTO,1314582.98,13.42,240,DEFAULT
LN040207,CUST076699,AUTO,1234336.46,11.67,120,DEFAULT
LN040208,CUST013406,EDUCATION,8980375.09,10.78,60,ACTIVE
LN040209,CUST062792,AUTO,6925118.36,10.1,60,CLOSED
LN040210,CUST013248,HOME,4502487.92,9.84,120,CLOSED
LN040211,CUST054764,PERSONAL,7902456.94,11.43,24,ACTIVE
LN040212,CUST097128,HOME,8635809.5,10.02,24,DEFAULT
LN040213,CUST055646,HOME,4484724.87,13.11,240,DEFAULT
LN040214,CUST016289,EDUCATION,741622.96,9.0,24,DEFAULT
LN040215,CUST076257,HOME,3685090.53,14.43,36,DEFAULT
LN040216,CUST018151,EDUCATION,2014542.41,11.09,240,ACTIVE
LN040217,CUST003577,AUTO,5425646.7,10.68,24,CLOSED
LN040218,CUST021312,AUTO,9072682.48,14.67,240,DEFAULT
LN040219,CUST085626,HOME,8541622.46,7.4,60,ACTIVE
LN040220,CUST051069,AUTO,7695932.69,14.61,240,CLOSED
LN040221,CUST090637,PERSONAL,2565733.81,13.96,120,DEFAULT
LN040222,CUST078595,AUTO,4714625.92,10.16,60,ACTIVE
LN040223,CUST056518,AUTO,8418263.97,13.93,24,ACTIVE
LN040224,CUST048219,AUTO,8881925.76,8.11,12,CLOSED
LN040225,CUST021989,PERSONAL,3019731.27,9.6,24,CLOSED
LN040226,CUST087317,PERSONAL,3461189.58,8.65,60,CLOSED
LN040227,CUST029189,PERSONAL,1522285.0,13.92,36,CLOSED
LN040228,CUST089056,PERSONAL,6487300.35,11.96,120,ACTIVE
LN040229,CUST007757,HOME,588281.89,10.56,120,DEFAULT
LN040230,CUST052186,PERSONAL,6490027.52,7.82,60,ACTIVE
LN040231,CUST069675,EDUCATION,2626843.67,13.87,12,DEFAULT
LN040232,CUST040707,AUTO,4855204.31,14.26,12,CLOSED
LN040233,CUST087949,PERSONAL,2851153.38,11.06,24,DEFAULT
LN040234,CUST011027,EDUCATION,7156407.72,13.72,120,CLOSED
LN040235,CUST028308,PERSONAL,1720174.5,12.92,36,DEFAULT
LN040236,CUST045317,HOME,9438322.15,12.86,120,DEFAULT
LN040237,CUST005113,EDUCATION,5832450.53,7.77,24,CLOSED
LN040238,CUST070163,AUTO,390302.83,7.72,36,ACTIVE
LN040239,CUST083923,PERSONAL,2916119.2,11.45,240,CLOSED
LN040240,CUST073104,AUTO,5213500.53,11.35,12,ACTIVE
LN040241,CUST063588,PERSONAL,9607057.31,14.33,36,CLOSED
LN040242,CUST003874,HOME,4889040.5,7.45,60,CLOSED
LN040243,CUST042570,AUTO,8663556.98,12.97,60,CLOSED
LN040244,CUST073001,AUTO,6545245.7,11.28,240,DEFAULT
LN040245,CUST052756,HOME,1289906.72,14.84,60,DEFAULT
LN040246,CUST032854,EDUCATION,2185262.69,14.16,36,CLOSED
LN040247,CUST015789,PERSONAL,334338.33,8.14,60,DEFAULT
LN040248,CUST056273,PERSONAL,8046019.29,13.05,12,CLOSED
LN040249,CUST092637,HOME,2853462.28,9.21,36,CLOSED
LN040250,CUST047750,HOME,2055228.32,12.19,240,ACTIVE
LN040251,CUST097663,PERSONAL,7713973.71,14.6,240,CLOSED
LN040252,CUST003861,PERSONAL,3189656.25,8.05,240,DEFAULT
LN040253,CUST084482,AUTO,5574538.1,9.53,12,DEFAULT
LN040254,CUST001969,EDUCATION,7043965.69,10.82,12,DEFAULT
LN040255,CUST063757,HOME,7124024.46,9.27,24,DEFAULT
LN040256,CUST063605,AUTO,6641726.04,14.05,60,DEFAULT
LN040257,CUST037266,EDUCATION,1447417.4,14.15,24,DEFAULT
LN040258,CUST002805,AUTO,9399053.59,8.07,36,ACTIVE
LN040259,CUST015846,AUTO,274674.0,8.53,24,CLOSED
LN040260,CUST099641,EDUCATION,2428786.31,9.75,120,ACTIVE
LN040261,CUST041988,EDUCATION,833072.02,7.57,24,DEFAULT
LN040262,CUST047397,AUTO,680572.9,10.61,12,ACTIVE
LN040263,CUST035953,PERSONAL,5951075.75,11.31,12,DEFAULT
LN040264,CUST034227,HOME,5154509.23,13.67,36,CLOSED
LN040265,CUST089420,EDUCATION,7070643.94,9.2,12,DEFAULT
LN040266,CUST044021,HOME,300867.79,14.08,60,DEFAULT
LN040267,CUST055893,PERSONAL,9454723.55,7.68,12,CLOSED
LN040268,CUST088739,PERSONAL,1796286.31,12.08,240,ACTIVE
LN040269,CUST062849,HOME,166293.81,12.49,36,ACTIVE
LN040270,CUST058833,HOME,6313944.46,11.76,24,ACTIVE
LN040271,CUST075047,HOME,903549.47,13.84,36,CLOSED
LN040272,CUST044733,PERSONAL,106398.17,9.29,240,ACTIVE
LN040273,CUST050195,HOME,941867.29,11.13,120,CLOSED
LN040274,CUST078635,AUTO,5834300.11,14.2,24,DEFAULT
LN040275,CUST058948,PERSONAL,8408603.99,8.49,60,ACTIVE
LN040276,CUST037546,PERSONAL,889711.14,9.29,24,DEFAULT
LN040277,CUST074647,HOME,7550053.27,10.68,60,CLOSED
LN040278,CUST041580,PERSONAL,3866897.8,7.77,120,DEFAULT
LN040279,CUST088372,HOME,3386114.57,13.07,240,DEFAULT
LN040280,CUST045917,HOME,2054632.55,12.52,120,CLOSED
LN040281,CUST001247,HOME,9219436.64,11.68,120,DEFAULT
LN040282,CUST052587,PERSONAL,3812129.39,11.49,36,ACTIVE
LN040283,CUST060970,EDUCATION,5154495.42,9.01,36,DEFAULT
LN040284,CUST080719,AUTO,7230862.98,13.45,36,DEFAULT
LN040285,CUST094167,AUTO,3902027.85,9.06,60,CLOSED
LN040286,CUST005635,HOME,3902100.47,8.07,60,ACTIVE
LN040287,CUST069686,AUTO,385023.24,12.06,24,ACTIVE
LN040288,CUST088999,HOME,9595199.67,11.4,24,ACTIVE
LN040289,CUST005571,PERSONAL,7167822.15,9.62,36,ACTIVE
LN040290,CUST090034,EDUCATION,2723007.11,13.26,60,ACTIVE
LN040291,CUST001575,HOME,968612.42,13.67,24,DEFAULT
LN040292,CUST034325,AUTO,2436278.65,8.07,12,ACTIVE
LN040293,CUST095250,HOME,9335166.81,13.66,240,DEFAULT
LN040294,CUST020396,EDUCATION,1992709.22,8.53,60,CLOSED
LN040295,CUST027336,EDUCATION,7356992.95,13.21,24,ACTIVE
LN040296,CUST028942,HOME,6038638.18,14.78,120,CLOSED
LN040297,CUST017149,HOME,6278036.62,7.91,36,DEFAULT
LN040298,CUST053320,PERSONAL,7341469.09,12.65,60,DEFAULT
LN040299,CUST013985,AUTO,9393549.19,14.43,240,ACTIVE
LN040300,CUST048059,HOME,9553517.81,13.98,24,DEFAULT
LN040301,CUST052977,AUTO,1996937.59,8.09,24,CLOSED
LN040302,CUST087388,HOME,1448619.51,10.49,12,ACTIVE
LN040303,CUST091412,HOME,9208438.36,9.72,240,CLOSED
LN040304,CUST062713,HOME,8302443.75,11.46,240,CLOSED
LN040305,CUST079607,PERSONAL,187727.06,12.29,60,CLOSED
LN040306,CUST068272,AUTO,5208798.32,14.39,36,DEFAULT
LN040307,CUST066363,EDUCATION,5014395.11,14.54,240,DEFAULT
LN040308,CUST083552,EDUCATION,6480415.81,11.34,12,CLOSED
LN040309,CUST022399,PERSONAL,1490138.99,13.47,120,ACTIVE
LN040310,CUST065996,PERSONAL,5694195.38,7.84,120,CLOSED
LN040311,CUST069153,EDUCATION,5342886.41,11.27,12,DEFAULT
LN040312,CUST059210,HOME,8186238.05,8.25,120,DEFAULT
LN040313,CUST026273,PERSONAL,1856596.53,10.24,60,CLOSED
LN040314,CUST086486,HOME,8363932.44,8.73,240,DEFAULT
LN040315,CUST096079,AUTO,6456763.18,8.55,240,CLOSED
LN040316,CUST084913,PERSONAL,3847376.74,7.05,12,DEFAULT
LN040317,CUST002350,EDUCATION,7098382.87,11.42,120,DEFAULT
LN040318,CUST062498,HOME,614957.42,13.7,240,DEFAULT
LN040319,CUST048030,PERSONAL,5060223.5,11.74,120,DEFAULT
LN040320,CUST074605,AUTO,3045546.24,9.42,24,ACTIVE
LN040321,CUST092511,EDUCATION,3873692.81,7.93,36,CLOSED
LN040322,CUST045286,PERSONAL,4321478.34,13.41,60,DEFAULT
LN040323,CUST075024,EDUCATION,9897831.78,12.2,240,CLOSED
LN040324,CUST023966,EDUCATION,1341860.74,7.13,240,CLOSED
LN040325,CUST039935,EDUCATION,2918421.49,9.74,240,DEFAULT
LN040326,CUST076104,HOME,4715897.44,10.37,12,ACTIVE
LN040327,CUST017528,PERSONAL,7334833.86,10.22,60,DEFAULT
LN040328,CUST038675,EDUCATION,7820945.74,10.34,24,ACTIVE
LN040329,CUST056586,HOME,4130364.08,9.44,120,CLOSED
LN040330,CUST048916,EDUCATION,8984860.31,14.4,60,DEFAULT
LN040331,CUST048870,HOME,2895794.28,7.22,24,ACTIVE
LN040332,CUST028399,EDUCATION,2191255.56,11.24,60,CLOSED
LN040333,CUST025551,AUTO,3152312.84,7.21,120,ACTIVE
LN040334,CUST081419,EDUCATION,4294951.82,11.21,24,DEFAULT
LN040335,CUST022782,EDUCATION,3763478.56,10.78,12,ACTIVE
LN040336,CUST019411,PERSONAL,3145029.47,7.55,36,ACTIVE
LN040337,CUST036577,PERSONAL,8640462.59,7.73,24,DEFAULT
LN040338,CUST071322,AUTO,4185712.81,7.4,120,ACTIVE
LN040339,CUST036848,HOME,4637635.39,14.47,120,CLOSED
LN040340,CUST021533,HOME,2072872.8,13.66,36,ACTIVE
LN040341,CUST098008,EDUCATION,7764522.19,8.11,24,DEFAULT
LN040342,CUST009494,HOME,172296.68,7.31,24,DEFAULT
LN040343,CUST002102,AUTO,2810227.34,8.95,60,ACTIVE
LN040344,CUST059984,EDUCATION,1374671.7,12.18,120,ACTIVE
LN040345,CUST043958,HOME,9292255.54,9.55,12,CLOSED
LN040346,CUST049006,PERSONAL,3998245.6,11.87,36,ACTIVE
LN040347,CUST040128,HOME,7108122.64,12.53,12,CLOSED
LN040348,CUST029282,PERSONAL,6569022.44,11.42,36,DEFAULT
LN040349,CUST065122,HOME,6598296.25,9.05,24,ACTIVE
LN040350,CUST068206,PERSONAL,9333259.81,9.66,36,CLOSED
LN040351,CUST087267,HOME,2656592.11,9.0,60,ACTIVE
LN040352,CUST000488,AUTO,7357188.62,12.3,240,ACTIVE
LN040353,CUST006553,HOME,9306064.77,7.64,36,ACTIVE
LN040354,CUST064233,EDUCATION,151662.83,8.2,60,DEFAULT
LN040355,CUST096803,PERSONAL,4647717.17,12.83,12,DEFAULT
LN040356,CUST001094,PERSONAL,5848404.83,9.18,36,ACTIVE
LN040357,CUST013177,AUTO,9748267.41,14.37,240,ACTIVE
LN040358,CUST043399,PERSONAL,2985540.46,7.34,12,ACTIVE
LN040359,CUST023095,HOME,7463468.17,14.02,60,CLOSED
LN040360,CUST069267,EDUCATION,9364269.91,8.12,240,CLOSED
LN040361,CUST053625,HOME,1884540.26,10.96,12,DEFAULT
LN040362,CUST091510,PERSONAL,9487743.89,10.17,60,DEFAULT
LN040363,CUST047707,EDUCATION,9454706.91,11.97,12,DEFAULT
LN040364,CUST072160,HOME,7745393.56,7.62,12,DEFAULT
LN040365,CUST049774,EDUCATION,5570871.03,9.85,240,ACTIVE
LN040366,CUST038627,HOME,4215239.92,12.57,24,ACTIVE
LN040367,CUST040013,AUTO,3482858.7,9.14,36,ACTIVE
LN040368,CUST052352,PERSONAL,9399964.5,9.98,36,DEFAULT
LN040369,CUST043115,PERSONAL,6804218.67,14.26,120,DEFAULT
LN040370,CUST065218,EDUCATION,2289972.09,12.77,24,DEFAULT
LN040371,CUST039416,AUTO,9946430.97,10.49,24,ACTIVE
LN040372,CUST097406,AUTO,3487732.02,10.72,120,CLOSED
LN040373,CUST072892,AUTO,7155088.15,7.93,120,DEFAULT
LN040374,CUST038387,EDUCATION,3878776.83,14.02,120,ACTIVE
LN040375,CUST076818,AUTO,8894870.43,13.15,120,CLOSED
LN040376,CUST051662,EDUCATION,77438.05,13.8,60,DEFAULT
LN040377,CUST003422,HOME,5844933.98,8.77,24,ACTIVE
LN040378,CUST024912,AUTO,9013146.34,13.28,36,DEFAULT
LN040379,CUST016554,AUTO,2981750.13,8.94,24,ACTIVE
LN040380,CUST033533,AUTO,7158168.96,12.19,240,DEFAULT
LN040381,CUST042548,EDUCATION,2282858.81,13.66,60,DEFAULT
LN040382,CUST014024,EDUCATION,7537156.31,7.18,12,ACTIVE
LN040383,CUST004236,PERSONAL,9027807.47,7.19,60,ACTIVE
LN040384,CUST098457,AUTO,8360777.58,9.99,240,DEFAULT
LN040385,CUST089001,EDUCATION,7819885.47,11.59,120,DEFAULT
LN040386,CUST017566,EDUCATION,2334366.89,10.28,120,CLOSED
LN040387,CUST081109,PERSONAL,3499686.8,8.6,240,CLOSED
LN040388,CUST058202,HOME,9594983.81,14.47,12,DEFAULT
LN040389,CUST013167,PERSONAL,6893807.39,13.05,24,ACTIVE
LN040390,CUST026880,EDUCATION,7870744.9,11.34,24,ACTIVE
LN040391,CUST069694,EDUCATION,6525791.68,8.41,60,ACTIVE
LN040392,CUST089387,HOME,633656.24,13.94,120,DEFAULT
LN040393,CUST018667,AUTO,1714950.62,7.69,240,DEFAULT
LN040394,CUST023757,HOME,6172572.2,7.45,36,DEFAULT
LN040395,CUST040804,PERSONAL,2640091.65,14.49,36,ACTIVE
LN040396,CUST032704,AUTO,3394216.23,7.35,12,CLOSED
LN040397,CUST053962,EDUCATION,4667156.94,7.16,240,DEFAULT
LN040398,CUST024113,AUTO,2851301.4,14.62,240,ACTIVE
LN040399,CUST070161,PERSONAL,7213607.51,12.8,120,ACTIVE
LN040400,CUST010452,EDUCATION,6223276.38,10.95,60,DEFAULT
LN040401,CUST023622,PERSONAL,4873316.11,12.45,24,CLOSED
LN040402,CUST018414,EDUCATION,4704408.72,8.17,24,CLOSED
LN040403,CUST066791,AUTO,3479426.86,9.8,60,DEFAULT
LN040404,CUST085545,AUTO,4615167.13,9.66,24,CLOSED
LN040405,CUST036484,HOME,2273486.39,14.75,24,ACTIVE
LN040406,CUST097936,EDUCATION,9320656.69,14.57,120,ACTIVE
LN040407,CUST076695,AUTO,3465114.2,12.83,36,CLOSED
LN040408,CUST081432,AUTO,4913767.07,12.19,60,DEFAULT
LN040409,CUST064552,EDUCATION,2726735.12,14.12,120,CLOSED
LN040410,CUST011978,PERSONAL,4155640.14,9.36,24,DEFAULT
LN040411,CUST014168,AUTO,1615781.14,12.48,36,DEFAULT
LN040412,CUST030207,EDUCATION,5386914.24,10.53,36,CLOSED
LN040413,CUST053162,AUTO,5933490.1,12.76,24,CLOSED
LN040414,CUST040931,PERSONAL,5683447.47,12.15,36,ACTIVE
LN040415,CUST053676,HOME,5784492.68,14.12,60,CLOSED
LN040416,CUST058934,PERSONAL,315333.76,11.1,120,DEFAULT
LN040417,CUST081082,HOME,5768879.55,11.86,12,ACTIVE
LN040418,CUST006054,HOME,110701.12,13.17,120,ACTIVE
LN040419,CUST034297,PERSONAL,7248647.18,12.35,240,ACTIVE
LN040420,CUST000015,PERSONAL,3366344.6,13.11,120,CLOSED
LN040421,CUST096659,AUTO,4560187.31,8.25,36,CLOSED
LN040422,CUST000362,PERSONAL,4923075.01,12.37,120,DEFAULT
LN040423,CUST087002,HOME,4289626.34,10.09,24,ACTIVE
LN040424,CUST033595,EDUCATION,2175212.29,8.23,60,CLOSED
LN040425,CUST028111,AUTO,8373380.76,9.11,12,DEFAULT
LN040426,CUST089801,EDUCATION,450775.96,11.21,120,ACTIVE
LN040427,CUST031578,EDUCATION,8759355.81,8.49,36,DEFAULT
LN040428,CUST077890,PERSONAL,7985453.17,12.78,12,DEFAULT
LN040429,CUST077675,HOME,1914586.33,12.71,24,CLOSED
LN040430,CUST005590,HOME,3505477.21,7.44,120,CLOSED
LN040431,CUST049567,AUTO,5635383.81,10.58,12,DEFAULT
LN040432,CUST066926,PERSONAL,4655363.75,8.13,12,CLOSED
LN040433,CUST082767,AUTO,6641758.1,14.94,60,CLOSED
LN040434,CUST097449,HOME,401782.31,13.79,120,ACTIVE
LN040435,CUST003885,PERSONAL,2045017.11,13.24,12,CLOSED
LN040436,CUST023341,HOME,6509614.54,10.77,120,DEFAULT
LN040437,CUST029778,AUTO,5952435.5,11.12,240,ACTIVE
LN040438,CUST042850,AUTO,699069.17,14.6,120,CLOSED
LN040439,CUST065461,PERSONAL,7605564.74,10.2,36,ACTIVE
LN040440,CUST026282,HOME,3610717.18,7.16,240,CLOSED
LN040441,CUST004163,PERSONAL,8498188.8,11.36,24,ACTIVE
LN040442,CUST092771,HOME,9008053.32,14.48,36,DEFAULT
LN040443,CUST067886,PERSONAL,1219719.03,13.07,240,CLOSED
LN040444,CUST079845,PERSONAL,8241248.83,7.58,12,CLOSED
LN040445,CUST072296,HOME,1051152.99,10.45,24,ACTIVE
LN040446,CUST061763,EDUCATION,6755960.81,10.03,60,CLOSED
LN040447,CUST019432,HOME,8197485.53,7.09,24,DEFAULT
LN040448,CUST027587,PERSONAL,6042268.06,12.06,120,DEFAULT
LN040449,CUST019238,HOME,6752117.07,13.26,60,DEFAULT
LN040450,CUST074898,HOME,240360.49,12.56,60,CLOSED
LN040451,CUST052607,HOME,846131.41,11.77,240,ACTIVE
LN040452,CUST087477,EDUCATION,7035324.16,12.79,12,DEFAULT
LN040453,CUST012120,EDUCATION,6681728.67,13.18,60,ACTIVE
LN040454,CUST056743,PERSONAL,866739.67,12.53,120,DEFAULT
LN040455,CUST084996,AUTO,7213959.46,10.8,240,DEFAULT
LN040456,CUST023855,PERSONAL,9649384.72,12.36,36,ACTIVE
LN040457,CUST009425,HOME,7777437.71,12.32,240,CLOSED
LN040458,CUST004855,AUTO,334482.95,13.38,240,ACTIVE
LN040459,CUST014487,AUTO,3886426.32,14.62,60,DEFAULT
LN040460,CUST098126,HOME,9696555.41,12.25,36,CLOSED
LN040461,CUST049175,AUTO,5062572.37,11.03,24,CLOSED
LN040462,CUST068751,HOME,507064.21,10.33,24,ACTIVE
LN040463,CUST044527,EDUCATION,2414308.29,12.03,240,ACTIVE
LN040464,CUST014790,HOME,2243093.94,8.99,36,CLOSED
LN040465,CUST079231,EDUCATION,5546221.47,12.26,60,ACTIVE
LN040466,CUST052755,EDUCATION,6777704.81,9.95,60,DEFAULT
LN040467,CUST063405,AUTO,9252118.65,13.38,240,DEFAULT
LN040468,CUST002275,EDUCATION,6145013.25,12.68,60,CLOSED
LN040469,CUST019854,EDUCATION,6226552.72,12.48,240,DEFAULT
LN040470,CUST038678,PERSONAL,5452625.35,7.14,120,ACTIVE
LN040471,CUST026886,PERSONAL,7710284.74,13.81,240,ACTIVE
LN040472,CUST019295,EDUCATION,2205171.69,14.47,24,DEFAULT
LN040473,CUST012889,AUTO,6464208.3,13.43,240,CLOSED
LN040474,CUST009621,AUTO,9222506.97,14.88,12,ACTIVE
LN040475,CUST004894,EDUCATION,572923.98,7.5,36,CLOSED
LN040476,CUST017212,HOME,6192787.91,7.36,24,ACTIVE
LN040477,CUST069071,PERSONAL,7991445.21,12.05,12,ACTIVE
LN040478,CUST032184,EDUCATION,5645901.24,7.56,36,ACTIVE
LN040479,CUST099738,EDUCATION,8545884.09,13.85,24,DEFAULT
LN040480,CUST095192,EDUCATION,1824457.83,11.97,240,ACTIVE
LN040481,CUST099472,PERSONAL,3704614.93,8.89,60,ACTIVE
LN040482,CUST088701,AUTO,7638723.26,11.75,60,CLOSED
LN040483,CUST066673,HOME,2752956.45,10.11,60,CLOSED
LN040484,CUST035442,PERSONAL,5141187.13,8.75,24,DEFAULT
LN040485,CUST016983,EDUCATION,8880115.48,9.39,60,DEFAULT
LN040486,CUST036676,AUTO,3212601.55,12.07,60,DEFAULT
LN040487,CUST005153,PERSONAL,8520678.71,12.55,240,DEFAULT
LN040488,CUST008310,EDUCATION,9675729.12,11.08,60,DEFAULT
LN040489,CUST092184,PERSONAL,4881097.83,10.02,240,DEFAULT
LN040490,CUST040026,EDUCATION,6119695.26,14.43,240,DEFAULT
LN040491,CUST007698,AUTO,3231670.87,10.28,12,CLOSED
LN040492,CUST094229,EDUCATION,603706.17,7.99,120,CLOSED
LN040493,CUST049826,PERSONAL,3519758.55,8.52,24,DEFAULT
LN040494,CUST041241,AUTO,7850495.39,7.24,240,ACTIVE
LN040495,CUST016964,EDUCATION,9349669.72,13.69,24,DEFAULT
LN040496,CUST054253,HOME,2684539.36,9.76,60,DEFAULT
LN040497,CUST096089,HOME,8024460.83,12.61,24,DEFAULT
LN040498,CUST044330,HOME,9171102.62,9.38,60,ACTIVE
LN040499,CUST037244,AUTO,5619218.59,10.01,60,ACTIVE
LN040500,CUST087057,HOME,9566551.83,12.85,240,CLOSED
LN040501,CUST033900,AUTO,4865706.26,14.41,36,CLOSED
LN040502,CUST055319,HOME,5986367.26,9.44,36,CLOSED
LN040503,CUST073591,HOME,128645.91,9.47,240,DEFAULT
LN040504,CUST063135,HOME,9528944.59,14.36,12,ACTIVE
LN040505,CUST025704,AUTO,5496907.38,7.62,240,CLOSED
LN040506,CUST009276,PERSONAL,8580000.75,8.24,60,CLOSED
LN040507,CUST007560,HOME,1231473.42,7.51,120,CLOSED
LN040508,CUST089256,AUTO,105097.74,12.64,60,ACTIVE
LN040509,CUST068671,HOME,361391.68,14.12,60,DEFAULT
LN040510,CUST030950,PERSONAL,92376.22,13.04,120,ACTIVE
LN040511,CUST029526,PERSONAL,7553732.41,7.44,60,CLOSED
LN040512,CUST037963,AUTO,4869035.43,11.89,24,CLOSED
LN040513,CUST044352,AUTO,9933057.32,12.49,24,DEFAULT
LN040514,CUST034943,PERSONAL,3175238.38,12.9,60,ACTIVE
LN040515,CUST082839,HOME,1409889.98,8.52,120,CLOSED
LN040516,CUST050812,EDUCATION,4917739.0,13.42,24,CLOSED
LN040517,CUST091853,PERSONAL,1828522.54,9.0,60,ACTIVE
LN040518,CUST021751,AUTO,857511.95,12.74,36,DEFAULT
LN040519,CUST058537,HOME,5285770.33,14.95,120,ACTIVE
LN040520,CUST003841,AUTO,5566844.23,10.89,36,CLOSED
LN040521,CUST061182,PERSONAL,9637929.47,9.35,12,ACTIVE
LN040522,CUST073671,HOME,2090850.3,9.25,36,CLOSED
LN040523,CUST019026,HOME,5123217.87,9.63,12,ACTIVE
LN040524,CUST026172,EDUCATION,4743060.75,12.05,36,DEFAULT
LN040525,CUST025223,EDUCATION,870725.03,13.66,240,ACTIVE
LN040526,CUST067442,EDUCATION,152812.22,12.44,24,DEFAULT
LN040527,CUST028834,EDUCATION,4516222.34,14.23,240,DEFAULT
LN040528,CUST071806,EDUCATION,3781775.4,11.23,24,DEFAULT
LN040529,CUST056554,EDUCATION,7399527.57,13.23,240,DEFAULT
LN040530,CUST032221,AUTO,1429176.94,7.1,12,CLOSED
LN040531,CUST052317,EDUCATION,2000840.39,8.04,36,ACTIVE
LN040532,CUST064227,EDUCATION,7424141.18,9.4,240,DEFAULT
LN040533,CUST010258,AUTO,2636710.39,9.03,12,CLOSED
LN040534,CUST013857,HOME,5536153.27,9.56,60,CLOSED
LN040535,CUST059930,AUTO,7807756.72,10.39,60,CLOSED
LN040536,CUST007407,EDUCATION,8475432.01,9.65,120,CLOSED
LN040537,CUST088628,EDUCATION,3001714.66,9.71,36,DEFAULT
LN040538,CUST061883,PERSONAL,4208417.7,12.94,12,DEFAULT
LN040539,CUST055611,AUTO,6252622.36,8.61,60,DEFAULT
LN040540,CUST025651,HOME,2975394.38,11.54,240,ACTIVE
LN040541,CUST009130,HOME,1267681.11,8.99,36,DEFAULT
LN040542,CUST032518,EDUCATION,8416399.56,13.71,120,CLOSED
LN040543,CUST024098,EDUCATION,7410508.05,7.63,240,CLOSED
LN040544,CUST062772,AUTO,8611827.58,12.21,120,DEFAULT
LN040545,CUST031559,AUTO,3440931.46,13.68,12,ACTIVE
LN040546,CUST064053,PERSONAL,3944225.55,13.7,36,DEFAULT
LN040547,CUST073721,HOME,8363903.56,11.28,24,CLOSED
LN040548,CUST056028,EDUCATION,925768.62,7.36,120,ACTIVE
LN040549,CUST006695,AUTO,7901270.78,13.87,24,DEFAULT
