fd_id,customer_id,deposit_amount,interest_rate,maturity_date,fd_status
FD032005,CUST031903,1767154.05,7.67,2036-02-01,ACTIVE
FD032006,CUST007205,4574569.36,7.32,2034-02-17,MATURED
FD032007,CUST058768,878041.24,6.04,2033-02-19,ACTIVE
FD032008,CUST072047,2342433.31,5.8,2028-09-11,MATURED
FD032009,CUST035752,3706175.44,7.14,2034-10-13,ACTIVE
FD032010,CUST052624,2102560.17,5.52,2030-06-09,MATURED
FD032011,CUST018349,3470780.76,5.15,2034-04-07,CLOSED
FD032012,CUST093199,2609832.98,5.32,2030-11-27,ACTIVE
FD032013,CUST054900,2133531.76,6.1,2028-05-04,ACTIVE
FD032014,CUST073715,1919122.82,7.87,2034-09-05,ACTIVE
FD032015,CUST061333,1487252.07,7.45,2029-01-10,CLOSED
FD032016,CUST067265,1937480.97,6.64,2028-08-30,ACTIVE
FD032017,CUST071113,4967146.51,6.96,2029-11-28,MATURED
FD032018,CUST008082,1033215.3,5.99,2033-08-11,MATURED
FD032019,CUST032657,3012515.82,7.87,2029-12-20,CLOSED
FD032020,CUST056164,1654224.66,6.9,2032-11-01,CLOSED
FD032021,CUST075362,2544523.95,7.88,2033-07-27,MATURED
FD032022,CUST087068,4838401.09,7.08,2036-06-10,MATURED
FD032023,CUST074237,2367481.63,5.63,2036-06-19,MATURED
FD032024,CUST012966,4619280.91,5.45,2035-08-05,MATURED
FD032025,CUST069670,2765150.45,6.69,2029-09-06,CLOSED
FD032026,CUST004346,4187157.37,7.62,2028-05-26,MATURED
FD032027,CUST042600,3816133.24,6.76,2029-04-13,MATURED
FD032028,CUST039032,4648915.95,5.09,2028-03-15,MATURED
FD032029,CUST054727,2758416.18,7.12,2034-07-17,CLOSED
FD032030,CUST093754,1091800.3,5.63,2035-03-06,ACTIVE
FD032031,CUST038109,783169.43,6.88,2028-07-26,CLOSED
FD032032,CUST032825,2473843.41,6.97,2036-07-12,MATURED
FD032033,CUST043082,2091990.29,5.35,2030-04-17,ACTIVE
FD032034,CUST011825,3207315.93,5.86,2027-03-09,ACTIVE
FD032035,CUST050531,3686638.93,7.57,2032-02-18,ACTIVE
FD032036,CUST055902,3359584.14,6.17,2028-08-15,MATURED
FD032037,CUST040212,3579142.05,6.38,2034-07-16,CLOSED
FD032038,CUST003824,4371110.02,7.77,2028-03-06,MATURED
FD032039,CUST088080,1475827.38,7.58,2026-11-29,MATURED
FD032040,CUST053845,868279.4,5.2,2034-04-19,ACTIVE
FD032041,CUST051391,4200867.87,7.63,2033-11-07,ACTIVE
FD032042,CUST054531,4276115.22,7.17,2035-05-27,ACTIVE
FD032043,CUST072083,1851353.39,5.21,2031-09-02,MATURED
FD032044,CUST050683,4347105.94,6.05,2033-03-17,MATURED
FD032045,CUST097874,4264002.71,5.92,2030-05-06,ACTIVE
FD032046,CUST028798,2134078.09,6.46,2030-02-15,CLOSED
FD032047,CUST085687,1300868.16,7.73,2032-03-31,ACTIVE
FD032048,CUST031955,3646294.71,7.4,2033-11-05,MATURED
FD032049,CUST025258,4844270.08,6.99,2034-09-18,MATURED
FD032050,CUST015920,1394044.93,6.44,2033-05-12,CLOSED
FD032051,CUST071265,3036401.36,7.09,2030-09-20,CLOSED
FD032052,CUST026283,2671420.87,5.33,2029-09-01,CLOSED
FD032053,CUST093922,783812.83,7.14,2028-07-09,ACTIVE
FD032054,CUST010200,4927118.14,7.35,2033-03-21,CLOSED
FD032055,CUST038793,2164054.44,6.81,2027-05-19,CLOSED
FD032056,CUST064766,1715403.22,5.02,2036-05-04,MATURED
FD032057,CUST058157,1226608.26,8.0,2032-04-23,ACTIVE
FD032058,CUST095345,3258175.16,7.93,2029-07-07,ACTIVE
FD032059,CUST058356,1023972.37,5.35,2035-03-05,CLOSED
FD032060,CUST040782,4635232.05,5.28,2028-07-21,ACTIVE
FD032061,CUST089479,3051891.36,7.92,2031-11-11,ACTIVE
FD032062,CUST091197,4781291.24,7.58,2028-02-24,MATURED
FD032063,CUST072543,4609231.35,7.99,2031-07-18,ACTIVE
FD032064,CUST015942,3822761.9,7.52,2027-07-06,CLOSED
FD032065,CUST028155,615301.02,7.44,2036-01-08,MATURED
FD032066,CUST017608,4434435.89,6.23,2031-08-13,ACTIVE
FD032067,CUST045020,660724.55,7.34,2034-03-27,MATURED
FD032068,CUST024408,3278526.9,5.9,2026-10-29,ACTIVE
FD032069,CUST075852,4368168.66,7.62,2033-06-14,MATURED
FD032070,CUST064429,4060210.97,6.75,2034-02-09,MATURED
FD032071,CUST040469,2971411.55,7.09,2031-02-27,CLOSED
FD032072,CUST084827,2422190.98,6.16,2030-04-30,MATURED
FD032073,CUST019880,3368228.6,7.83,2027-11-25,ACTIVE
FD032074,CUST087981,3043990.55,7.85,2031-11-05,ACTIVE
FD032075,CUST083267,4918822.35,7.74,2027-09-07,CLOSED
FD032076,CUST029650,4980071.17,5.06,2033-09-15,CLOSED
FD032077,CUST083083,1151362.53,7.49,2026-09-25,ACTIVE
FD032078,CUST010475,3510294.31,5.93,2035-02-20,CLOSED
FD032079,CUST013345,3030844.48,7.12,2027-07-30,CLOSED
FD032080,CUST020275,2906295.16,5.83,2035-04-30,CLOSED
FD032081,CUST053075,639851.56,6.16,2031-03-02,CLOSED
FD032082,CUST021946,2376848.85,6.96,2035-05-21,MATURED
FD032083,CUST056871,2781047.0,7.33,2028-01-20,MATURED
FD032084,CUST056456,2692352.25,6.71,2028-06-29,CLOSED
FD032085,CUST032530,2863222.84,7.07,2027-08-18,ACTIVE
FD032086,CUST049719,2938838.78,5.58,2034-10-03,CLOSED
FD032087,CUST000966,2212485.85,5.92,2026-12-12,ACTIVE
FD032088,CUST001649,3513990.48,5.37,2027-06-20,ACTIVE
FD032089,CUST090108,196232.56,5.39,2035-06-08,MATURED
FD032090,CUST034523,2097203.4,6.4,2030-07-21,MATURED
FD032091,CUST006640,545963.55,7.8,2029-05-14,ACTIVE
FD032092,CUST067695,132623.02,5.17,2034-06-14,ACTIVE
FD032093,CUST057323,4619490.04,6.46,2031-05-11,MATURED
FD032094,CUST091674,2241136.38,6.37,2032-02-25,ACTIVE
FD032095,CUST069895,3978532.51,6.45,2034-12-01,MATURED
FD032096,CUST087834,2230404.99,6.5,2031-05-09,CLOSED
FD032097,CUST005858,4092499.24,7.96,2030-01-10,MATURED
FD032098,CUST087483,778370.26,5.64,2031-05-14,CLOSED
FD032099,CUST011101,278617.49,5.03,2029-02-15,CLOSED
FD032100,CUST052968,865464.04,6.8,2027-10-11,MATURED
FD032101,CUST092124,61389.73,5.94,2035-12-22,ACTIVE
FD032102,CUST053548,3528109.8,5.42,2030-11-12,CLOSED
FD032103,CUST070773,640389.68,5.54,2029-07-05,ACTIVE
FD032104,CUST066416,3253466.51,6.64,2030-07-30,MATURED
FD032105,CUST059366,1963973.95,6.02,2029-06-05,ACTIVE
FD032106,CUST076931,4770957.56,5.89,2028-10-04,CLOSED
FD032107,CUST023186,1165478.99,7.99,2033-01-22,ACTIVE
FD032108,CUST088134,4032205.05,5.33,2034-02-02,CLOSED
FD032109,CUST012903,1320156.53,5.25,2036-03-23,MATURED
FD032110,CUST064843,3971259.55,5.38,2026-09-25,MATURED
FD032111,CUST054617,917190.23,5.29,2031-09-23,MATURED
FD032112,CUST015881,1268479.19,5.89,2034-07-30,ACTIVE
FD032113,CUST033431,4574543.22,5.35,2028-06-10,MATURED
FD032114,CUST063888,4007683.41,7.13,2032-01-11,CLOSED
FD032115,CUST011464,4480953.03,7.55,2036-06-11,CLOSED
FD032116,CUST078272,1061488.76,5.08,2029-03-16,MATURED
FD032117,CUST027176,2162980.06,6.69,2035-08-16,MATURED
FD032118,CUST062111,2230596.6,7.43,2033-09-06,MATURED
FD032119,CUST030082,4264051.58,6.04,2031-04-16,MATURED
FD032120,CUST060229,1875993.25,7.79,2036-01-09,ACTIVE
FD032121,CUST042567,894198.17,5.08,2033-02-24,ACTIVE
FD032122,CUST081814,4483261.14,7.91,2029-03-07,MATURED
FD032123,CUST005750,2891816.19,6.24,2030-09-07,ACTIVE
FD032124,CUST051944,985966.78,6.76,2030-10-31,MATURED
FD032125,CUST070107,1879004.05,6.21,2027-07-10,ACTIVE
FD032126,CUST055674,921432.38,7.4,2036-01-07,MATURED
FD032127,CUST070629,1553886.76,6.29,2031-10-21,MATURED
FD032128,CUST034410,1751709.23,7.5,2027-11-22,ACTIVE
FD032129,CUST047142,866550.92,7.3,2035-08-31,ACTIVE
FD032130,CUST043702,1318797.67,7.51,2032-09-16,CLOSED
FD032131,CUST044208,4294327.72,7.79,2033-09-15,MATURED
FD032132,CUST057751,1090640.53,6.2,2031-12-01,ACTIVE
FD032133,CUST003570,3179207.2,7.83,2035-12-01,MATURED
FD032134,CUST028072,55722.91,6.44,2033-09-07,CLOSED
FD032135,CUST062859,3384814.42,5.44,2028-05-09,MATURED
FD032136,CUST058971,4077417.62,7.01,2035-01-13,CLOSED
FD032137,CUST064351,3756450.58,5.86,2031-11-24,MATURED
FD032138,CUST084459,2570772.45,7.38,2026-09-24,ACTIVE
FD032139,CUST090217,2299943.44,6.32,2029-11-23,MATURED
FD032140,CUST017748,89419.23,6.6,2033-08-22,MATURED
FD032141,CUST092445,2258903.18,5.44,2027-05-25,MATURED
FD032142,CUST091000,1428184.01,5.22,2032-12-07,ACTIVE
FD032143,CUST087332,1052135.29,5.01,2028-03-31,ACTIVE
FD032144,CUST061012,2041256.7,6.17,2033-04-19,CLOSED
FD032145,CUST084943,322609.48,5.56,2027-11-08,CLOSED
FD032146,CUST072486,3645809.86,7.4,2026-11-16,MATURED
FD032147,CUST046371,3227345.87,5.79,2026-12-14,ACTIVE
FD032148,CUST097226,504598.15,6.56,2027-02-09,ACTIVE
FD032149,CUST097343,732637.68,5.61,2026-11-05,MATURED
FD032150,CUST047626,3713961.63,7.12,2031-12-19,ACTIVE
FD032151,CUST044852,1594972.57,5.39,2033-11-16,MATURED
FD032152,CUST034967,206067.5,5.9,2027-04-29,ACTIVE
FD032153,CUST063188,201132.86,5.73,2035-11-13,MATURED
FD032154,CUST001473,4160816.23,5.44,2027-07-08,MATURED
FD032155,CUST012312,2423328.21,5.07,2028-05-19,MATURED
FD032156,CUST051860,4620861.39,7.52,2033-10-27,MATURED
FD032157,CUST073085,2525591.97,7.99,2031-04-06,MATURED
FD032158,CUST020458,633310.09,7.81,2035-04-16,CLOSED
FD032159,CUST026078,2675700.58,7.19,2027-09-17,MATURED
FD032160,CUST037543,228402.53,5.08,2027-02-17,MATURED
FD032161,CUST022432,4812786.06,6.89,2034-10-01,MATURED
FD032162,CUST085775,4163479.93,5.53,2029-08-16,CLOSED
FD032163,CUST054337,2104499.74,6.73,2034-10-27,MATURED
FD032164,CUST099546,732740.42,6.79,2027-03-06,CLOSED
FD032165,CUST016562,438991.46,7.78,2033-04-17,ACTIVE
FD032166,CUST089033,3169519.25,6.28,2029-01-16,ACTIVE
FD032167,CUST027177,4457429.84,5.5,2035-05-03,ACTIVE
FD032168,CUST013498,3437934.09,7.85,2035-03-01,MATURED
FD032169,CUST071506,4896419.7,5.53,2031-01-29,ACTIVE
FD032170,CUST007834,3860394.87,6.91,2032-11-07,ACTIVE
FD032171,CUST028002,2467305.0,5.7,2028-09-29,ACTIVE
FD032172,CUST027869,3231960.45,5.32,2031-10-11,MATURED
FD032173,CUST034473,2175117.59,7.1,2034-12-06,MATURED
FD032174,CUST092920,2075379.91,6.1,2028-10-24,ACTIVE
FD032175,CUST094045,3712253.17,5.2,2036-02-07,MATURED
FD032176,CUST007021,1021862.75,5.64,2033-02-25,ACTIVE
FD032177,CUST034061,2330306.03,5.31,2026-09-12,MATURED
FD032178,CUST093948,1883460.19,5.66,2035-09-21,CLOSED
FD032179,CUST043605,187204.53,5.28,2035-08-16,CLOSED
FD032180,CUST013361,845804.7,5.78,2035-08-30,CLOSED
FD032181,CUST015306,95042.79,7.97,2032-06-14,MATURED
FD032182,CUST086779,336959.16,6.26,2034-02-24,CLOSED
FD032183,CUST021066,1462338.11,6.48,2027-12-16,MATURED
FD032184,CUST039798,1520006.33,5.73,2033-03-27,ACTIVE
FD032185,CUST070947,3278240.75,7.68,2036-02-29,CLOSED
FD032186,CUST044240,3451615.62,5.19,2027-02-02,CLOSED
FD032187,CUST076337,4418976.44,5.74,2027-08-16,MATURED
FD032188,CUST032803,3293074.17,5.1,2028-07-01,CLOSED
FD032189,CUST074652,623495.9,7.56,2027-05-17,MATURED
FD032190,CUST058293,1911962.84,5.57,2030-10-18,MATURED
FD032191,CUST033992,4114760.32,7.74,2026-08-19,ACTIVE
FD032192,CUST006341,3547199.19,5.39,2028-06-14,MATURED
FD032193,CUST085813,4914575.53,7.87,2035-07-02,ACTIVE
FD032194,CUST043260,2231772.01,5.67,2031-07-23,MATURED
FD032195,CUST069681,731847.21,7.17,2027-09-15,ACTIVE
FD032196,CUST011114,2405618.5,7.26,2034-08-31,CLOSED
FD032197,CUST088254,1247396.25,5.2,2030-08-03,ACTIVE
FD032198,CUST069053,1760712.3,6.32,2027-06-10,MATURED
FD032199,CUST059501,2970255.0,5.34,2031-01-27,CLOSED
FD032200,CUST013663,4081088.24,5.38,2030-08-31,ACTIVE
FD032201,CUST048441,1360974.7,6.99,2032-09-13,CLOSED
FD032202,CUST034932,1247972.15,6.14,2034-05-09,CLOSED
FD032203,CUST021954,2888997.55,5.91,2028-07-17,CLOSED
FD032204,CUST096502,1297258.08,6.3,2032-05-31,CLOSED
FD032205,CUST023880,4240108.95,5.67,2033-12-02,MATURED
FD032206,CUST076570,1794962.92,7.55,2033-02-04,CLOSED
FD032207,CUST076485,1490086.29,6.23,2031-01-05,ACTIVE
FD032208,CUST040529,1254254.0,6.76,2029-12-28,CLOSED
FD032209,CUST076258,3668770.27,5.67,2032-11-09,CLOSED
FD032210,CUST032960,3313175.92,7.09,2028-12-17,MATURED
FD032211,CUST098579,4758557.0,5.6,2031-11-27,MATURED
FD032212,CUST045953,1138504.37,7.22,2033-07-15,MATURED
FD032213,CUST033704,3399489.4,7.83,2030-04-03,ACTIVE
FD032214,CUST052110,1855982.1,5.45,2030-07-28,MATURED
FD032215,CUST033115,1257810.75,6.14,2032-02-19,ACTIVE
FD032216,CUST025092,4688532.17,7.24,2031-11-03,ACTIVE
FD032217,CUST075187,3180580.58,6.19,2030-07-01,CLOSED
FD032218,CUST062524,3057278.23,6.22,2032-05-14,CLOSED
FD032219,CUST015653,3246199.51,5.55,2027-10-29,ACTIVE
FD032220,CUST080532,1870287.91,7.08,2029-01-31,CLOSED
FD032221,CUST021701,3535720.57,6.7,2035-07-08,CLOSED
FD032222,CUST016451,1373254.73,6.17,2029-06-17,ACTIVE
FD032223,CUST010992,128452.27,7.35,2029-05-29,ACTIVE
FD032224,CUST068360,3176163.82,6.59,2029-05-27,MATURED
FD032225,CUST068209,2447271.32,6.21,2033-07-20,MATURED
FD032226,CUST088449,1995487.34,6.56,2034-04-20,MATURED
FD032227,CUST008022,3660953.75,5.71,2027-06-11,MATURED
FD032228,CUST035916,1071180.03,7.0,2028-05-16,MATURED
FD032229,CUST048210,3751827.62,7.72,2033-12-09,MATURED
FD032230,CUST022529,345917.91,5.39,2027-03-15,CLOSED
FD032231,CUST044916,337026.45,6.59,2030-08-22,CLOSED
FD032232,CUST060191,4300249.08,7.34,2034-07-28,CLOSED
FD032233,CUST093700,4564726.99,7.8,2029-04-26,CLOSED
FD032234,CUST076308,454147.54,7.84,2029-01-16,ACTIVE
FD032235,CUST077642,4445336.77,6.59,2027-12-29,CLOSED
FD032236,CUST055084,2707283.93,6.68,2026-12-01,ACTIVE
FD032237,CUST036112,4413326.69,6.81,2034-10-17,CLOSED
FD032238,CUST014519,4715356.61,6.43,2028-02-12,ACTIVE
FD032239,CUST017956,1735012.45,7.56,2029-03-29,CLOSED
FD032240,CUST050725,2240243.06,5.7,2032-02-29,CLOSED
FD032241,CUST068174,4210708.3,5.86,2034-07-20,MATURED
FD032242,CUST080318,345917.59,5.25,2029-01-23,CLOSED
FD032243,CUST081645,4121254.28,5.15,2031-06-23,ACTIVE
FD032244,CUST076825,336267.37,6.84,2027-04-26,ACTIVE
FD032245,CUST083552,2417787.31,7.84,2031-05-19,MATURED
FD032246,CUST098588,3365908.87,7.19,2029-11-15,MATURED
FD032247,CUST033484,1526218.47,6.12,2036-05-24,CLOSED
FD032248,CUST019379,1292235.44,6.01,2030-10-08,ACTIVE
FD032249,CUST028334,2477391.44,7.43,2034-09-08,ACTIVE
FD032250,CUST015885,2463086.21,6.94,2033-04-11,MATURED
FD032251,CUST033288,2939631.4,6.55,2035-10-05,ACTIVE
FD032252,CUST050710,3990495.81,6.77,2029-06-25,MATURED
FD032253,CUST016911,1415122.89,6.14,2032-01-09,MATURED
FD032254,CUST037497,2475710.59,7.05,2032-01-13,MATURED
FD032255,CUST007247,2809869.13,7.73,2032-08-06,ACTIVE
FD032256,CUST025404,1740342.36,6.26,2034-08-17,MATURED
FD032257,CUST069694,4704573.91,7.0,2036-03-29,MATURED
FD032258,CUST089837,4154695.3,5.72,2033-04-11,MATURED
FD032259,CUST008738,2251618.39,6.37,2031-07-24,CLOSED
FD032260,CUST089778,4632109.59,5.34,2035-12-15,MATURED
FD032261,CUST045170,2355070.55,5.74,2030-06-02,MATURED
FD032262,CUST004974,3786139.2,7.03,2035-02-20,MATURED
FD032263,CUST025579,4966843.08,5.9,2031-09-11,MATURED
FD032264,CUST099690,4704846.27,5.23,2032-09-29,CLOSED
FD032265,CUST070378,2235728.76,5.53,2028-03-30,ACTIVE
FD032266,CUST087477,416240.53,5.34,2029-05-19,CLOSED
FD032267,CUST055490,3383703.15,5.34,2027-12-24,MATURED
FD032268,CUST035538,4943351.83,5.72,2032-02-01,MATURED
FD032269,CUST081229,2139729.22,7.18,2026-11-01,ACTIVE
FD032270,CUST085033,2581156.91,5.41,2032-11-11,CLOSED
FD032271,CUST052470,2372223.87,7.73,2028-12-11,MATURED
FD032272,CUST079836,4686596.5,7.87,2027-02-08,ACTIVE
FD032273,CUST047539,438276.3,5.86,2029-09-18,MATURED
FD032274,CUST004995,4587906.46,7.96,2027-03-21,ACTIVE
FD032275,CUST037983,3568408.54,7.21,2035-10-05,ACTIVE
FD032276,CUST005239,4884319.86,5.81,2035-01-12,MATURED
FD032277,CUST028528,4986920.5,5.73,2035-11-02,ACTIVE
FD032278,CUST063171,4281647.28,6.64,2035-12-01,ACTIVE
FD032279,CUST059457,4959793.28,5.83,2028-10-22,CLOSED
FD032280,CUST036950,2450494.39,6.72,2028-02-08,MATURED
FD032281,CUST009748,60019.85,7.75,2036-07-06,CLOSED
FD032282,CUST020546,4418596.2,5.56,2026-12-21,ACTIVE
FD032283,CUST044378,4523745.07,6.53,2031-11-13,MATURED
FD032284,CUST030143,414896.58,5.51,2033-10-17,MATURED
FD032285,CUST042244,1069776.13,5.98,2031-12-09,ACTIVE
FD032286,CUST010428,4508224.58,5.03,2035-03-07,ACTIVE
FD032287,CUST058130,2449823.26,6.85,2030-10-25,CLOSED
FD032288,CUST011611,3360215.65,5.47,2032-09-26,CLOSED
FD032289,CUST043810,3151375.88,7.86,2033-09-01,ACTIVE
FD032290,CUST088045,3659536.47,5.61,2027-12-18,ACTIVE
FD032291,CUST040914,1745620.02,7.4,2029-04-26,MATURED
FD032292,CUST012347,1970902.69,7.14,2031-06-28,ACTIVE
FD032293,CUST096123,2287185.69,7.0,2027-06-20,CLOSED
FD032294,CUST044992,1070908.12,5.88,2027-09-24,CLOSED
FD032295,CUST074851,623298.58,7.9,2032-10-21,MATURED
FD032296,CUST062607,4919559.89,5.26,2033-11-08,MATURED
FD032297,CUST032233,3925697.49,6.56,2032-03-12,MATURED
FD032298,CUST093295,3796489.08,7.21,2026-10-31,CLOSED
FD032299,CUST079182,1361911.69,5.32,2029-07-31,ACTIVE
FD032300,CUST096273,3098796.77,5.94,2028-03-10,CLOSED
FD032301,CUST093758,845950.54,7.31,2030-07-22,ACTIVE
FD032302,CUST071065,446477.73,6.4,2032-03-25,ACTIVE
FD032303,CUST096401,208696.98,6.97,2034-12-17,CLOSED
FD032304,CUST082347,1297935.52,6.67,2030-05-27,ACTIVE
FD032305,CUST097695,1946773.85,5.9,2028-10-02,MATURED
FD032306,CUST091762,4534507.76,7.25,2031-01-11,MATURED
FD032307,CUST035559,12349.08,5.99,2026-11-24,MATURED
FD032308,CUST016527,4583025.83,7.3,2031-06-12,CLOSED
FD032309,CUST007775,4984171.85,6.78,2035-09-11,ACTIVE
FD032310,CUST091609,771741.71,7.57,2027-10-10,MATURED
FD032311,CUST012840,2105052.83,6.38,2028-08-23,MATURED
FD032312,CUST066521,4693743.38,7.35,2033-07-14,CLOSED
FD032313,CUST053141,695208.6,7.54,2029-02-12,MATURED
FD032314,CUST080931,1484972.52,6.02,2031-11-06,CLOSED
FD032315,CUST062177,3200633.4,6.16,2034-03-17,ACTIVE
FD032316,CUST097170,1035432.25,6.92,2032-05-20,MATURED
FD032317,CUST010988,3673825.74,6.81,2027-03-03,CLOSED
FD032318,CUST044721,3150879.41,5.21,2028-04-26,MATURED
FD032319,CUST042715,3177063.2,7.11,2035-03-05,CLOSED
FD032320,CUST011765,1936794.65,7.36,2033-10-17,ACTIVE
FD032321,CUST056281,2475460.05,6.59,2033-02-10,ACTIVE
FD032322,CUST063356,3209985.57,7.52,2032-09-13,MATURED
FD032323,CUST099694,4411130.52,5.14,2029-09-19,MATURED
FD032324,CUST008404,199194.49,7.68,2036-04-25,MATURED
FD032325,CUST040391,4672987.07,7.25,2035-10-06,CLOSED
FD032326,CUST067440,925720.33,5.26,2030-06-03,CLOSED
FD032327,CUST027084,2348484.61,6.76,2027-03-04,MATURED
FD032328,CUST032990,215966.44,7.05,2029-03-09,MATURED
FD032329,CUST002736,3565826.46,5.22,2028-07-14,ACTIVE
FD032330,CUST047740,1398257.95,5.49,2027-12-08,ACTIVE
FD032331,CUST040553,4722014.49,5.05,2032-05-04,MATURED
FD032332,CUST057629,3280688.34,5.16,2028-02-02,MATURED
FD032333,CUST005714,2813421.03,7.46,2034-09-05,MATURED
FD032334,CUST060882,827041.41,6.52,2028-04-11,CLOSED
FD032335,CUST083942,2132155.75,7.61,2028-06-04,CLOSED
FD032336,CUST051899,917504.67,7.47,2031-05-27,MATURED
FD032337,CUST050888,4577813.83,5.89,2028-04-17,MATURED
FD032338,CUST056898,3217929.29,7.06,2028-07-03,MATURED
FD032339,CUST007247,2471448.19,7.92,2030-08-17,CLOSED
FD032340,CUST038143,499213.58,7.47,2032-01-20,ACTIVE
FD032341,CUST086015,3369201.45,5.34,2032-12-06,MATURED
FD032342,CUST069578,787454.82,6.6,2033-06-03,CLOSED
FD032343,CUST080645,1733178.56,7.92,2031-11-10,MATURED
FD032344,CUST004968,3051402.06,7.08,2027-01-24,MATURED
FD032345,CUST023239,636919.04,7.24,2035-03-24,MATURED
FD032346,CUST043094,4495533.56,6.52,2028-10-22,CLOSED
FD032347,CUST084605,2514348.0,5.71,2033-11-07,CLOSED
FD032348,CUST003147,2266608.8,6.57,2036-07-05,MATURED
FD032349,CUST076916,1647209.33,6.4,2030-09-26,MATURED
FD032350,CUST006813,1136105.17,6.2,2029-10-30,ACTIVE
FD032351,CUST030242,3849669.98,5.93,2033-05-25,ACTIVE
FD032352,CUST013637,177362.54,5.36,2032-12-03,MATURED
FD032353,CUST029991,3154108.66,7.25,2032-01-20,ACTIVE
FD032354,CUST008220,2116235.51,7.47,2032-05-16,ACTIVE
FD032355,CUST053970,3942313.59,6.36,2035-11-18,CLOSED
FD032356,CUST065398,597074.42,7.89,2035-10-19,MATURED
FD032357,CUST091619,4040566.65,7.3,2028-03-16,MATURED
FD032358,CUST046940,3725333.77,5.38,2028-04-19,CLOSED
FD032359,CUST051624,1303751.8,5.61,2027-10-13,CLOSED
FD032360,CUST071369,4736497.42,5.57,2034-02-05,ACTIVE
FD032361,CUST031065,4482502.4,5.18,2029-08-23,CLOSED
FD032362,CUST005515,3256075.02,7.48,2031-10-01,MATURED
FD032363,CUST002154,1142325.68,5.38,2027-10-10,MATURED
FD032364,CUST038189,113141.55,5.28,2035-12-29,MATURED
FD032365,CUST091381,3082448.26,6.23,2031-06-14,CLOSED
FD032366,CUST040578,2525627.66,7.44,2028-07-12,CLOSED
FD032367,CUST062270,1524473.22,7.15,2029-10-10,MATURED
FD032368,CUST007417,3545827.89,6.56,2029-12-25,CLOSED
FD032369,CUST051923,3178902.78,5.17,2035-08-09,ACTIVE
FD032370,CUST085009,2168166.01,5.82,2036-06-16,CLOSED
FD032371,CUST033244,3923850.85,6.82,2028-05-31,MATURED
FD032372,CUST099887,3954950.79,5.02,2034-06-20,MATURED
FD032373,CUST028444,4092175.24,7.15,2028-10-02,MATURED
FD032374,CUST055100,1443863.16,5.51,2034-06-14,ACTIVE
FD032375,CUST053174,1656098.5,5.1,2027-11-05,MATURED
FD032376,CUST097550,2110766.12,6.11,2028-06-10,MATURED
FD032377,CUST000471,3092890.49,5.59,2036-04-01,MATURED
FD032378,CUST030396,2530719.66,7.3,2030-08-06,MATURED
FD032379,CUST055828,1890958.79,5.23,2028-08-16,ACTIVE
FD032380,CUST045827,1844977.58,6.37,2034-07-16,ACTIVE
FD032381,CUST081615,3289256.66,5.26,2028-04-25,MATURED
FD032382,CUST077833,1133713.24,7.87,2034-06-22,MATURED
FD032383,CUST093050,3401549.03,6.83,2033-12-07,CLOSED
FD032384,CUST093359,4410179.4,6.64,2031-10-27,MATURED
FD032385,CUST049716,1687647.37,5.77,2027-06-04,MATURED
FD032386,CUST067179,105911.43,6.68,2034-01-01,MATURED
FD032387,CUST085124,3231094.02,6.52,2033-12-07,MATURED
FD032388,CUST004309,647516.71,5.91,2036-02-06,CLOSED
FD032389,CUST039800,1054420.26,6.82,2035-06-11,CLOSED
FD032390,CUST009675,4700989.6,6.1,2032-09-28,MATURED
FD032391,CUST091076,2141904.31,5.53,2030-03-07,ACTIVE
FD032392,CUST087984,4307493.32,7.74,2029-01-27,MATURED
FD032393,CUST064646,134640.87,5.19,2036-03-26,ACTIVE
FD032394,CUST032594,2603964.11,6.05,2031-07-26,ACTIVE
FD032395,CUST012612,556736.07,7.44,2032-08-09,MATURED
FD032396,CUST041272,2373802.54,7.21,2031-12-17,MATURED
FD032397,CUST074454,62186.19,5.18,2033-12-01,ACTIVE
FD032398,CUST039178,1821406.19,6.5,2026-10-02,MATURED
FD032399,CUST020796,2291722.25,5.35,2032-08-06,CLOSED
FD032400,CUST047989,1451393.6,6.13,2027-01-06,CLOSED
FD032401,CUST011167,1765629.18,6.38,2029-04-26,MATURED
FD032402,CUST087731,2248806.05,5.71,2034-10-06,CLOSED
FD032403,CUST076950,1571075.71,8.0,2035-02-16,CLOSED
FD032404,CUST043389,3532768.53,6.55,2030-12-16,MATURED
FD032405,CUST017386,616203.96,6.78,2035-03-07,ACTIVE
FD032406,CUST057243,3095563.89,5.07,2035-12-20,ACTIVE
FD032407,CUST024560,4724361.57,5.74,2035-06-01,CLOSED
FD032408,CUST087091,1370801.14,7.31,2029-02-28,ACTIVE
FD032409,CUST022533,1478931.67,5.73,2027-09-11,CLOSED
FD032410,CUST043529,1308004.21,6.58,2028-02-26,ACTIVE
FD032411,CUST062216,4044621.34,5.2,2033-08-30,MATURED
FD032412,CUST096435,3632666.53,6.98,2031-07-06,ACTIVE
FD032413,CUST058574,3409332.76,5.34,2034-06-14,MATURED
FD032414,CUST001653,1272371.63,5.95,2031-01-06,MATURED
FD032415,CUST034499,3923363.51,6.25,2032-10-05,MATURED
FD032416,CUST052685,425739.44,7.67,2031-08-16,MATURED
FD032417,CUST048969,4377280.01,6.2,2034-03-14,CLOSED
FD032418,CUST064802,1773735.88,7.02,2028-12-23,ACTIVE
