card_id,account_id,card_type,network,issue_date,expiry_date,card_status
CARD140382,ACC0112007,Debit,RuPay,2023-08-27,2027-12-20,EXPIRED
CARD140383,ACC0108132,Credit,RuPay,2025-02-12,2027-10-05,EXPIRED
CARD140384,ACC0155557,Credit,Mastercard,2020-05-17,2029-03-31,ACTIVE
CARD140385,ACC0161575,Debit,Mastercard,2021-12-04,2028-01-20,EXPIRED
CARD140386,ACC0160783,Credit,Visa,2021-01-14,2029-04-26,EXPIRED
CARD140387,ACC0165303,Credit,RuPay,2020-03-26,2032-04-27,ACTIVE
CARD140388,ACC0002644,Debit,RuPay,2018-10-31,2029-04-14,BLOCKED
CARD140389,ACC0118543,Credit,RuPay,2024-08-15,2030-05-21,EXPIRED
CARD140390,ACC0117355,Debit,Mastercard,2019-02-28,2029-01-03,BLOCKED
CARD140391,ACC0021243,Debit,Mastercard,2020-06-22,2031-11-22,BLOCKED
CARD140392,ACC0128794,Credit,Visa,2021-03-24,2031-01-01,BLOCKED
CARD140393,ACC0169792,Credit,RuPay,2021-11-19,2031-03-04,EXPIRED
CARD140394,ACC0122485,Debit,Mastercard,2022-12-30,2028-02-10,EXPIRED
CARD140395,ACC0093513,Debit,Mastercard,2023-10-04,2030-12-08,BLOCKED
CARD140396,ACC0178391,Credit,RuPay,2019-09-24,2028-05-06,BLOCKED
CARD140397,ACC0184864,Credit,Mastercard,2021-07-13,2029-06-27,EXPIRED
CARD140398,ACC0145844,Credit,Mastercard,2022-12-20,2029-01-01,BLOCKED
CARD140399,ACC0033951,Credit,Visa,2024-02-22,2031-11-14,ACTIVE
CARD140400,ACC0018702,Credit,Visa,2018-12-30,2030-08-30,BLOCKED
CARD140401,ACC0112804,Credit,RuPay,2021-05-31,2029-12-07,ACTIVE
CARD140402,ACC0106236,Credit,Visa,2025-02-19,2028-12-10,BLOCKED
CARD140403,ACC0024434,Debit,RuPay,2019-07-14,2029-06-25,ACTIVE
CARD140404,ACC0050290,Debit,Visa,2025-06-18,2030-12-04,BLOCKED
CARD140405,ACC0055642,Debit,RuPay,2020-08-18,2029-11-16,EXPIRED
CARD140406,ACC0091068,Credit,Mastercard,2023-10-04,2029-05-23,EXPIRED
CARD140407,ACC0169207,Debit,RuPay,2024-11-20,2031-08-01,BLOCKED
CARD140408,ACC0166503,Debit,Mastercard,2019-04-19,2028-09-03,EXPIRED
CARD140409,ACC0118822,Credit,RuPay,2018-11-10,2032-04-23,BLOCKED
CARD140410,ACC0055181,Credit,Mastercard,2022-08-31,2030-06-29,ACTIVE
CARD140411,ACC0086686,Credit,RuPay,2023-11-01,2029-01-13,ACTIVE
CARD140412,ACC0068173,Debit,RuPay,2024-01-22,2028-03-12,ACTIVE
CARD140413,ACC0194041,Credit,RuPay,2019-08-07,2031-10-10,EXPIRED
CARD140414,ACC0127058,Debit,RuPay,2019-07-02,2030-02-27,BLOCKED
CARD140415,ACC0071194,Debit,Visa,2025-07-15,2028-05-07,BLOCKED
CARD140416,ACC0012130,Debit,RuPay,2022-08-10,2028-03-10,BLOCKED
CARD140417,ACC0116747,Credit,RuPay,2018-08-17,2027-12-06,BLOCKED
CARD140418,ACC0137170,Debit,Mastercard,2021-11-06,2028-12-08,ACTIVE
CARD140419,ACC0110122,Debit,Visa,2019-08-29,2028-09-06,BLOCKED
CARD140420,ACC0129234,Debit,Mastercard,2022-10-17,2032-06-05,EXPIRED
CARD140421,ACC0063343,Credit,Mastercard,2021-11-22,2030-06-12,EXPIRED
CARD140422,ACC0160488,Credit,Visa,2024-01-23,2028-03-13,ACTIVE
CARD140423,ACC0011276,Credit,Visa,2021-07-09,2031-10-28,EXPIRED
CARD140424,ACC0012783,Credit,Visa,2023-06-27,2031-12-04,BLOCKED
CARD140425,ACC0121648,Debit,Mastercard,2019-01-17,2031-08-11,ACTIVE
CARD140426,ACC0106592,Credit,Visa,2024-08-26,2031-03-16,BLOCKED
CARD140427,ACC0191175,Credit,Visa,2024-10-30,2030-02-27,EXPIRED
CARD140428,ACC0124960,Debit,Visa,2021-08-16,2029-11-23,BLOCKED
CARD140429,ACC0191693,Debit,Mastercard,2022-02-08,2030-03-31,BLOCKED
CARD140430,ACC0042125,Debit,RuPay,2023-07-08,2029-12-08,BLOCKED
CARD140431,ACC0150924,Credit,Visa,2023-08-12,2028-03-19,EXPIRED
CARD140432,ACC0044448,Debit,Visa,2023-12-02,2031-10-15,ACTIVE
CARD140433,ACC0090236,Credit,Visa,2021-08-12,2028-10-10,BLOCKED
CARD140434,ACC0199799,Debit,Mastercard,2022-11-14,2032-07-07,EXPIRED
CARD140435,ACC0000072,Debit,Visa,2022-08-13,2029-09-13,BLOCKED
CARD140436,ACC0065070,Credit,Mastercard,2018-09-20,2029-03-24,BLOCKED
CARD140437,ACC0101324,Credit,RuPay,2019-06-02,2029-08-01,ACTIVE
CARD140438,ACC0069572,Debit,RuPay,2020-11-22,2028-02-06,BLOCKED
CARD140439,ACC0137311,Credit,Visa,2021-08-22,2030-08-28,ACTIVE
CARD140440,ACC0081156,Credit,Visa,2018-08-07,2029-10-12,BLOCKED
CARD140441,ACC0156003,Credit,RuPay,2020-02-21,2029-08-03,ACTIVE
CARD140442,ACC0113498,Credit,RuPay,2019-01-12,2030-08-17,BLOCKED
CARD140443,ACC0098370,Credit,RuPay,2025-06-12,2028-11-15,BLOCKED
CARD140444,ACC0084786,Credit,RuPay,2021-09-02,2031-09-08,BLOCKED
CARD140445,ACC0154165,Debit,Visa,2021-09-19,2031-07-13,EXPIRED
CARD140446,ACC0197500,Credit,Mastercard,2025-01-07,2029-09-05,ACTIVE
CARD140447,ACC0089696,Credit,Visa,2018-11-14,2028-06-15,BLOCKED
CARD140448,ACC0180274,Credit,Mastercard,2022-01-17,2031-01-14,BLOCKED
CARD140449,ACC0045684,Debit,Mastercard,2024-04-15,2031-02-26,EXPIRED
CARD140450,ACC0197021,Credit,Visa,2020-05-09,2030-01-29,EXPIRED
CARD140451,ACC0139233,Credit,Mastercard,2019-04-24,2030-12-30,EXPIRED
CARD140452,ACC0131351,Credit,RuPay,2023-07-08,2032-01-21,EXPIRED
CARD140453,ACC0158848,Credit,RuPay,2023-08-28,2029-07-29,ACTIVE
CARD140454,ACC0017268,Debit,Mastercard,2019-10-16,2028-03-13,ACTIVE
CARD140455,ACC0058482,Credit,Visa,2021-08-07,2030-02-13,ACTIVE
CARD140456,ACC0043146,Credit,RuPay,2019-10-20,2031-04-09,EXPIRED
CARD140457,ACC0163598,Credit,Mastercard,2022-09-04,2029-11-25,EXPIRED
CARD140458,ACC0010201,Credit,Visa,2018-08-14,2027-12-10,BLOCKED
CARD140459,ACC0170602,Debit,RuPay,2019-11-21,2030-10-17,BLOCKED
CARD140460,ACC0122365,Credit,Visa,2020-08-12,2027-11-15,ACTIVE
CARD140461,ACC0194481,Debit,Mastercard,2024-03-02,2030-06-17,EXPIRED
CARD140462,ACC0024352,Credit,Visa,2022-10-24,2028-05-30,ACTIVE
CARD140463,ACC0051413,Credit,RuPay,2020-06-27,2031-08-13,EXPIRED
CARD140464,ACC0100986,Credit,Mastercard,2023-06-11,2031-10-27,EXPIRED
CARD140465,ACC0055632,Credit,Visa,2024-11-15,2028-04-11,EXPIRED
CARD140466,ACC0024143,Credit,RuPay,2018-09-27,2028-06-04,BLOCKED
CARD140467,ACC0178451,Debit,RuPay,2020-11-16,2030-09-25,BLOCKED
CARD140468,ACC0059556,Credit,Visa,2020-09-14,2031-06-27,BLOCKED
CARD140469,ACC0054278,Debit,Mastercard,2022-09-07,2031-05-06,ACTIVE
CARD140470,ACC0129548,Debit,RuPay,2019-01-26,2031-10-09,BLOCKED
CARD140471,ACC0122728,Debit,Visa,2021-01-08,2031-11-25,ACTIVE
CARD140472,ACC0110965,Debit,RuPay,2024-04-23,2029-02-03,BLOCKED
CARD140473,ACC0132733,Debit,Mastercard,2023-02-04,2029-06-12,EXPIRED
CARD140474,ACC0172653,Credit,Visa,2021-11-15,2032-04-01,ACTIVE
CARD140475,ACC0039145,Debit,Visa,2019-11-17,2030-12-21,EXPIRED
CARD140476,ACC0047600,Debit,RuPay,2020-01-22,2028-08-01,ACTIVE
CARD140477,ACC0130905,Credit,RuPay,2023-03-31,2031-01-13,EXPIRED
CARD140478,ACC0055137,Credit,RuPay,2020-09-25,2030-05-17,EXPIRED
CARD140479,ACC0032258,Debit,RuPay,2025-04-26,2027-07-29,BLOCKED
CARD140480,ACC0048019,Credit,Visa,2022-05-30,2028-08-31,BLOCKED
CARD140481,ACC0159614,Credit,RuPay,2022-06-02,2030-11-17,BLOCKED
CARD140482,ACC0014550,Debit,Mastercard,2024-07-27,2029-09-16,ACTIVE
CARD140483,ACC0060504,Credit,Mastercard,2022-10-23,2029-09-20,BLOCKED
CARD140484,ACC0117819,Debit,Mastercard,2020-02-28,2032-02-27,BLOCKED
CARD140485,ACC0046499,Debit,Mastercard,2024-03-01,2032-06-06,BLOCKED
CARD140486,ACC0101959,Debit,Mastercard,2023-05-06,2030-04-02,BLOCKED
CARD140487,ACC0109201,Debit,Visa,2019-07-19,2031-08-30,BLOCKED
CARD140488,ACC0168974,Debit,Visa,2024-12-12,2030-01-03,BLOCKED
CARD140489,ACC0142399,Debit,Mastercard,2020-01-11,2031-04-06,ACTIVE
CARD140490,ACC0002032,Debit,Mastercard,2020-06-08,2030-11-10,EXPIRED
CARD140491,ACC0071501,Debit,Mastercard,2024-04-21,2028-10-10,ACTIVE
CARD140492,ACC0184323,Credit,Visa,2021-01-04,2031-04-15,EXPIRED
CARD140493,ACC0055060,Debit,Visa,2023-05-20,2030-12-22,BLOCKED
CARD140494,ACC0010818,Credit,Visa,2023-12-14,2028-03-18,EXPIRED
CARD140495,ACC0118150,Debit,Visa,2023-03-05,2028-05-31,BLOCKED
CARD140496,ACC0164697,Credit,Mastercard,2025-04-17,2030-05-30,EXPIRED
CARD140497,ACC0177494,Credit,Visa,2022-02-26,2028-12-03,ACTIVE
CARD140498,ACC0006821,Credit,RuPay,2021-12-28,2031-03-29,EXPIRED
CARD140499,ACC0151140,Debit,Visa,2025-04-30,2031-10-11,ACTIVE
CARD140500,ACC0108257,Credit,Visa,2023-11-13,2031-01-22,ACTIVE
CARD140501,ACC0008014,Credit,Visa,2024-09-06,2031-09-22,BLOCKED
CARD140502,ACC0036492,Credit,RuPay,2024-04-04,2031-09-28,ACTIVE
CARD140503,ACC0149325,Debit,Visa,2024-11-06,2029-06-02,EXPIRED
CARD140504,ACC0038421,Debit,Visa,2020-04-08,2030-02-20,EXPIRED
CARD140505,ACC0102981,Credit,Visa,2021-01-24,2029-09-13,EXPIRED
CARD140506,ACC0026915,Debit,Visa,2019-04-28,2031-05-07,BLOCKED
CARD140507,ACC0072827,Debit,RuPay,2022-10-31,2029-04-05,ACTIVE
CARD140508,ACC0188147,Debit,Visa,2020-08-25,2027-11-11,ACTIVE
CARD140509,ACC0130173,Credit,Mastercard,2019-03-11,2032-05-20,EXPIRED
CARD140510,ACC0052185,Debit,RuPay,2019-07-21,2030-04-20,ACTIVE
CARD140511,ACC0189768,Debit,Mastercard,2020-04-14,2029-04-29,BLOCKED
CARD140512,ACC0149202,Credit,Mastercard,2024-07-07,2029-04-06,EXPIRED
CARD140513,ACC0160781,Credit,Mastercard,2023-10-23,2029-09-09,ACTIVE
CARD140514,ACC0185166,Debit,Visa,2019-01-31,2029-03-30,BLOCKED
CARD140515,ACC0081390,Credit,RuPay,2023-01-17,2030-03-27,EXPIRED
CARD140516,ACC0183671,Debit,Mastercard,2019-06-11,2028-06-01,ACTIVE
CARD140517,ACC0101640,Debit,Mastercard,2023-09-24,2028-10-02,ACTIVE
CARD140518,ACC0002663,Credit,RuPay,2024-09-08,2032-04-10,ACTIVE
CARD140519,ACC0149602,Credit,Visa,2020-08-20,2030-10-03,EXPIRED
CARD140520,ACC0054653,Credit,Mastercard,2019-08-19,2030-04-05,BLOCKED
CARD140521,ACC0122860,Credit,RuPay,2021-09-26,2028-09-19,EXPIRED
CARD140522,ACC0000432,Debit,RuPay,2025-03-24,2029-03-16,EXPIRED
CARD140523,ACC0032292,Credit,Visa,2019-07-19,2027-11-18,EXPIRED
CARD140524,ACC0056674,Credit,Mastercard,2023-10-17,2031-12-19,ACTIVE
CARD140525,ACC0074765,Debit,RuPay,2020-09-27,2030-09-04,BLOCKED
CARD140526,ACC0082870,Credit,Mastercard,2022-08-16,2030-06-04,BLOCKED
CARD140527,ACC0119992,Debit,RuPay,2019-03-05,2031-04-06,ACTIVE
CARD140528,ACC0082707,Debit,RuPay,2023-03-10,2028-10-19,ACTIVE
CARD140529,ACC0075097,Credit,RuPay,2023-01-25,2029-10-09,ACTIVE
CARD140530,ACC0024451,Debit,Mastercard,2025-06-27,2031-03-06,BLOCKED
CARD140531,ACC0188477,Credit,Visa,2022-12-17,2027-09-12,ACTIVE
CARD140532,ACC0186365,Debit,Visa,2023-07-23,2030-11-06,EXPIRED
CARD140533,ACC0046473,Debit,Mastercard,2021-01-07,2028-06-27,ACTIVE
CARD140534,ACC0103444,Credit,RuPay,2023-04-03,2030-04-03,BLOCKED
CARD140535,ACC0074872,Credit,Mastercard,2023-08-05,2027-12-12,BLOCKED
CARD140536,ACC0033069,Debit,Mastercard,2021-11-21,2028-08-04,BLOCKED
CARD140537,ACC0115089,Debit,RuPay,2020-12-04,2028-09-10,EXPIRED
CARD140538,ACC0035883,Debit,Visa,2018-07-24,2031-07-13,EXPIRED
CARD140539,ACC0014783,Credit,Visa,2024-02-13,2031-10-29,BLOCKED
CARD140540,ACC0069487,Debit,RuPay,2023-07-16,2028-11-30,EXPIRED
CARD140541,ACC0045971,Credit,Mastercard,2021-01-01,2032-05-09,EXPIRED
CARD140542,ACC0102125,Credit,RuPay,2022-08-26,2029-03-05,BLOCKED
CARD140543,ACC0175333,Credit,Visa,2020-04-07,2030-05-17,BLOCKED
CARD140544,ACC0075446,Credit,RuPay,2023-04-20,2029-10-02,EXPIRED
CARD140545,ACC0109589,Credit,Mastercard,2018-11-25,2029-03-28,ACTIVE
CARD140546,ACC0011654,Credit,RuPay,2024-02-29,2029-12-26,EXPIRED
CARD140547,ACC0070507,Debit,RuPay,2023-10-15,2028-07-26,BLOCKED
CARD140548,ACC0180911,Credit,Visa,2024-08-07,2029-04-16,EXPIRED
CARD140549,ACC0054427,Debit,Mastercard,2025-04-22,2032-06-19,EXPIRED
CARD140550,ACC0039066,Debit,Mastercard,2024-02-13,2029-07-22,BLOCKED
CARD140551,ACC0130167,Credit,Mastercard,2024-05-20,2028-09-29,BLOCKED
CARD140552,ACC0055679,Debit,Mastercard,2019-09-01,2030-01-22,EXPIRED
CARD140553,ACC0055106,Credit,Visa,2022-08-09,2028-04-17,ACTIVE
CARD140554,ACC0119856,Credit,Visa,2023-08-10,2029-09-15,BLOCKED
CARD140555,ACC0131118,Credit,Mastercard,2021-11-24,2030-06-12,BLOCKED
CARD140556,ACC0084043,Credit,Visa,2023-02-24,2029-04-26,EXPIRED
CARD140557,ACC0025084,Credit,RuPay,2018-08-07,2028-11-10,ACTIVE
CARD140558,ACC0118435,Credit,Visa,2022-05-16,2030-01-23,BLOCKED
CARD140559,ACC0158999,Debit,Visa,2023-12-03,2030-06-01,ACTIVE
CARD140560,ACC0190033,Debit,Visa,2021-03-09,2030-05-05,ACTIVE
CARD140561,ACC0162699,Debit,Visa,2024-08-12,2031-02-21,ACTIVE
CARD140562,ACC0095772,Debit,RuPay,2021-12-04,2031-01-05,ACTIVE
CARD140563,ACC0189296,Debit,Visa,2023-02-10,2030-11-30,EXPIRED
CARD140564,ACC0163915,Credit,Mastercard,2020-08-03,2027-11-25,EXPIRED
CARD140565,ACC0092023,Debit,Visa,2023-07-27,2029-06-26,BLOCKED
CARD140566,ACC0159010,Credit,Visa,2023-05-27,2031-05-17,BLOCKED
CARD140567,ACC0135368,Debit,Mastercard,2019-12-14,2030-06-07,ACTIVE
CARD140568,ACC0028223,Debit,RuPay,2021-03-20,2030-11-05,ACTIVE
CARD140569,ACC0081600,Debit,RuPay,2024-11-23,2029-10-17,BLOCKED
CARD140570,ACC0182529,Debit,RuPay,2019-04-12,2027-12-04,EXPIRED
CARD140571,ACC0016827,Debit,RuPay,2022-08-15,2028-02-10,EXPIRED
CARD140572,ACC0069313,Debit,Mastercard,2020-08-09,2029-11-14,ACTIVE
CARD140573,ACC0082310,Debit,RuPay,2024-11-15,2032-06-14,EXPIRED
CARD140574,ACC0156002,Credit,Mastercard,2022-10-22,2028-07-26,BLOCKED
CARD140575,ACC0172320,Debit,RuPay,2019-09-05,2029-08-27,ACTIVE
CARD140576,ACC0072790,Debit,RuPay,2021-02-14,2029-02-28,ACTIVE
CARD140577,ACC0058725,Debit,RuPay,2021-11-29,2027-09-10,ACTIVE
CARD140578,ACC0161968,Credit,Mastercard,2023-12-18,2031-05-23,EXPIRED
CARD140579,ACC0156114,Credit,RuPay,2021-08-14,2030-05-19,EXPIRED
CARD140580,ACC0199389,Debit,Mastercard,2020-12-30,2030-02-24,EXPIRED
CARD140581,ACC0071891,Credit,Visa,2020-10-26,2027-08-12,EXPIRED
CARD140582,ACC0097873,Credit,Mastercard,2023-03-20,2031-04-05,EXPIRED
CARD140583,ACC0036292,Debit,RuPay,2020-07-22,2030-07-14,BLOCKED
CARD140584,ACC0078967,Credit,RuPay,2020-04-27,2030-08-10,EXPIRED
CARD140585,ACC0058591,Debit,Visa,2023-03-06,2028-11-26,BLOCKED
CARD140586,ACC0137636,Credit,Mastercard,2020-04-06,2028-12-20,ACTIVE
CARD140587,ACC0027618,Credit,RuPay,2020-01-25,2028-05-05,ACTIVE
CARD140588,ACC0056805,Debit,Visa,2025-02-07,2029-07-27,BLOCKED
CARD140589,ACC0090399,Debit,Visa,2023-09-21,2027-10-22,BLOCKED
CARD140590,ACC0010603,Credit,Visa,2023-02-28,2030-08-28,ACTIVE
CARD140591,ACC0189334,Credit,Mastercard,2019-12-20,2032-04-24,ACTIVE
CARD140592,ACC0140601,Debit,Visa,2023-11-09,2029-01-23,EXPIRED
CARD140593,ACC0196145,Credit,Visa,2018-08-14,2028-04-29,ACTIVE
CARD140594,ACC0153369,Credit,Mastercard,2021-11-13,2028-04-15,EXPIRED
CARD140595,ACC0035143,Credit,Mastercard,2025-01-30,2030-05-18,EXPIRED
CARD140596,ACC0114650,Debit,Visa,2019-11-02,2030-05-09,EXPIRED
CARD140597,ACC0175009,Credit,RuPay,2024-07-29,2028-09-01,EXPIRED
CARD140598,ACC0081400,Debit,Mastercard,2020-01-11,2029-09-30,EXPIRED
CARD140599,ACC0076279,Credit,Mastercard,2020-11-06,2029-02-10,BLOCKED
CARD140600,ACC0040443,Debit,Visa,2023-12-24,2030-06-30,BLOCKED
CARD140601,ACC0196221,Debit,Visa,2021-05-20,2028-03-16,BLOCKED
CARD140602,ACC0062244,Credit,RuPay,2024-10-04,2028-08-10,EXPIRED
CARD140603,ACC0077189,Credit,Mastercard,2023-07-17,2029-01-19,ACTIVE
CARD140604,ACC0042215,Credit,Visa,2020-10-14,2027-10-11,BLOCKED
CARD140605,ACC0121958,Debit,RuPay,2023-03-25,2029-12-24,BLOCKED
CARD140606,ACC0087870,Credit,Mastercard,2020-10-22,2030-11-26,EXPIRED
CARD140607,ACC0196264,Credit,Mastercard,2021-11-24,2031-03-13,EXPIRED
CARD140608,ACC0042376,Debit,RuPay,2019-09-16,2031-12-27,EXPIRED
CARD140609,ACC0038633,Debit,Mastercard,2020-01-21,2028-06-20,EXPIRED
CARD140610,ACC0017897,Credit,Visa,2023-09-07,2028-08-24,ACTIVE
CARD140611,ACC0131490,Credit,RuPay,2022-08-22,2028-10-09,ACTIVE
CARD140612,ACC0029011,Debit,Visa,2019-02-04,2027-12-28,EXPIRED
CARD140613,ACC0169667,Debit,Visa,2020-11-13,2030-05-16,EXPIRED
CARD140614,ACC0046863,Debit,Visa,2025-03-28,2029-03-15,EXPIRED
CARD140615,ACC0002185,Debit,Visa,2019-09-29,2029-11-07,ACTIVE
CARD140616,ACC0158261,Credit,RuPay,2023-05-30,2027-12-12,BLOCKED
CARD140617,ACC0081153,Debit,Mastercard,2022-04-04,2032-05-31,ACTIVE
CARD140618,ACC0005250,Debit,Mastercard,2020-05-10,2028-11-10,BLOCKED
CARD140619,ACC0194963,Credit,Visa,2019-07-17,2030-10-13,EXPIRED
CARD140620,ACC0196613,Debit,Mastercard,2021-07-11,2031-03-07,ACTIVE
CARD140621,ACC0025938,Credit,Visa,2019-10-02,2032-01-07,EXPIRED
CARD140622,ACC0107944,Debit,Visa,2023-10-09,2031-08-06,EXPIRED
CARD140623,ACC0184957,Credit,Visa,2023-01-18,2028-04-13,EXPIRED
CARD140624,ACC0043029,Debit,Visa,2020-02-25,2028-04-11,BLOCKED
CARD140625,ACC0029110,Credit,Mastercard,2023-04-02,2029-09-07,EXPIRED
CARD140626,ACC0073981,Credit,RuPay,2022-08-22,2028-07-09,BLOCKED
CARD140627,ACC0099176,Credit,Mastercard,2024-10-23,2030-03-03,BLOCKED
CARD140628,ACC0047722,Debit,Mastercard,2019-12-29,2027-12-05,ACTIVE
CARD140629,ACC0188744,Credit,Mastercard,2023-06-01,2031-07-16,ACTIVE
CARD140630,ACC0040471,Credit,Mastercard,2024-01-04,2027-12-26,BLOCKED
CARD140631,ACC0133606,Credit,RuPay,2024-06-10,2031-12-13,BLOCKED
CARD140632,ACC0010530,Debit,Mastercard,2022-09-02,2030-01-19,ACTIVE
CARD140633,ACC0111652,Credit,Visa,2018-10-28,2028-03-06,EXPIRED
CARD140634,ACC0150826,Credit,Visa,2022-01-01,2029-04-12,ACTIVE
CARD140635,ACC0032738,Credit,RuPay,2018-10-22,2029-10-08,ACTIVE
CARD140636,ACC0194172,Credit,Mastercard,2021-06-15,2031-01-24,ACTIVE
CARD140637,ACC0061855,Credit,Mastercard,2024-09-07,2031-10-02,ACTIVE
CARD140638,ACC0006288,Debit,RuPay,2024-08-08,2032-04-23,EXPIRED
CARD140639,ACC0083455,Debit,Mastercard,2024-07-04,2030-05-24,BLOCKED
CARD140640,ACC0110272,Credit,RuPay,2018-10-01,2029-12-17,EXPIRED
CARD140641,ACC0179544,Credit,RuPay,2018-12-22,2032-01-27,ACTIVE
CARD140642,ACC0037241,Credit,Mastercard,2024-03-11,2030-05-20,BLOCKED
CARD140643,ACC0185353,Debit,Mastercard,2022-07-11,2030-09-17,ACTIVE
CARD140644,ACC0191336,Debit,Mastercard,2020-08-07,2030-01-11,EXPIRED
CARD140645,ACC0179302,Credit,RuPay,2025-05-29,2028-10-17,EXPIRED
CARD140646,ACC0062828,Credit,Mastercard,2019-12-05,2032-07-15,ACTIVE
CARD140647,ACC0147864,Credit,RuPay,2018-11-17,2032-03-06,BLOCKED
CARD140648,ACC0010172,Credit,Visa,2023-11-27,2031-09-30,ACTIVE
CARD140649,ACC0035551,Debit,RuPay,2021-11-24,2031-03-15,BLOCKED
CARD140650,ACC0148863,Debit,Mastercard,2020-02-27,2031-02-23,EXPIRED
CARD140651,ACC0103730,Debit,Mastercard,2021-04-05,2031-06-14,BLOCKED
CARD140652,ACC0136910,Debit,Visa,2018-12-02,2029-11-06,ACTIVE
CARD140653,ACC0024836,Debit,Mastercard,2020-10-17,2029-08-17,BLOCKED
CARD140654,ACC0162657,Debit,Mastercard,2022-01-27,2030-06-06,BLOCKED
CARD140655,ACC0103346,Credit,Mastercard,2023-04-15,2029-05-07,ACTIVE
CARD140656,ACC0050850,Debit,Visa,2019-08-11,2031-02-20,ACTIVE
CARD140657,ACC0107002,Debit,Mastercard,2019-07-16,2031-05-28,EXPIRED
CARD140658,ACC0136884,Debit,RuPay,2024-10-06,2030-08-26,ACTIVE
CARD140659,ACC0099125,Debit,Visa,2024-03-21,2028-07-05,ACTIVE
CARD140660,ACC0040552,Debit,Mastercard,2024-05-26,2027-09-30,BLOCKED
CARD140661,ACC0046551,Debit,Visa,2020-03-02,2030-06-02,ACTIVE
CARD140662,ACC0164502,Debit,RuPay,2018-10-04,2029-02-11,EXPIRED
CARD140663,ACC0068724,Debit,Visa,2021-05-21,2030-11-10,ACTIVE
CARD140664,ACC0019438,Credit,Visa,2021-11-09,2031-06-13,BLOCKED
CARD140665,ACC0022349,Debit,Visa,2025-01-19,2027-09-23,BLOCKED
CARD140666,ACC0034233,Credit,Mastercard,2019-02-20,2030-02-17,EXPIRED
CARD140667,ACC0099886,Debit,Mastercard,2019-11-24,2030-07-13,ACTIVE
CARD140668,ACC0104271,Debit,Mastercard,2024-10-30,2028-03-15,EXPIRED
CARD140669,ACC0132645,Debit,RuPay,2021-09-28,2028-11-02,ACTIVE
CARD140670,ACC0134824,Debit,Visa,2023-06-11,2030-02-21,BLOCKED
CARD140671,ACC0095284,Debit,Visa,2024-10-08,2032-01-16,EXPIRED
CARD140672,ACC0018087,Credit,Visa,2025-04-27,2028-04-14,EXPIRED
CARD140673,ACC0104366,Debit,Mastercard,2023-09-27,2031-12-06,BLOCKED
CARD140674,ACC0126661,Credit,RuPay,2025-03-01,2029-07-17,EXPIRED
CARD140675,ACC0061438,Debit,Mastercard,2022-11-30,2030-02-20,ACTIVE
CARD140676,ACC0161046,Credit,Mastercard,2019-10-11,2031-12-08,EXPIRED
CARD140677,ACC0089089,Debit,Mastercard,2019-10-14,2030-05-20,BLOCKED
CARD140678,ACC0149521,Debit,Visa,2021-06-02,2031-01-19,ACTIVE
CARD140679,ACC0001588,Debit,Mastercard,2022-05-17,2030-08-07,BLOCKED
CARD140680,ACC0081470,Debit,RuPay,2021-11-13,2032-04-28,EXPIRED
CARD140681,ACC0135565,Credit,Visa,2021-05-11,2030-11-04,EXPIRED
CARD140682,ACC0128423,Debit,Visa,2022-04-14,2032-03-24,BLOCKED
CARD140683,ACC0095261,Credit,RuPay,2018-11-26,2029-05-18,EXPIRED
CARD140684,ACC0083520,Credit,Mastercard,2024-08-29,2027-09-18,ACTIVE
CARD140685,ACC0107915,Credit,RuPay,2021-10-13,2030-07-02,EXPIRED
CARD140686,ACC0193552,Debit,RuPay,2020-02-20,2029-06-04,EXPIRED
CARD140687,ACC0068283,Debit,Visa,2022-05-03,2031-12-29,EXPIRED
CARD140688,ACC0068567,Credit,Visa,2023-11-25,2027-10-01,BLOCKED
CARD140689,ACC0191221,Credit,Visa,2019-12-31,2031-07-06,BLOCKED
CARD140690,ACC0009912,Credit,Mastercard,2020-05-16,2028-03-25,ACTIVE
CARD140691,ACC0139056,Debit,RuPay,2019-07-10,2032-05-22,BLOCKED
CARD140692,ACC0058113,Credit,Mastercard,2024-01-12,2029-10-14,BLOCKED
CARD140693,ACC0069297,Debit,RuPay,2023-05-06,2028-02-01,ACTIVE
CARD140694,ACC0035148,Debit,Visa,2020-04-23,2027-09-04,BLOCKED
CARD140695,ACC0097749,Credit,Mastercard,2019-12-28,2029-06-25,EXPIRED
CARD140696,ACC0174200,Debit,Mastercard,2023-03-03,2029-07-14,BLOCKED
CARD140697,ACC0198306,Debit,RuPay,2023-07-16,2031-04-07,BLOCKED
CARD140698,ACC0064323,Credit,Mastercard,2024-10-21,2029-02-14,BLOCKED
CARD140699,ACC0013069,Credit,RuPay,2019-06-30,2029-07-11,ACTIVE
CARD140700,ACC0176198,Credit,RuPay,2025-06-25,2028-12-22,BLOCKED
CARD140701,ACC0021386,Credit,Visa,2020-04-23,2028-06-09,EXPIRED
CARD140702,ACC0029658,Credit,RuPay,2020-04-01,2031-07-31,BLOCKED
CARD140703,ACC0032564,Credit,Mastercard,2021-02-06,2031-06-10,ACTIVE
CARD140704,ACC0132507,Debit,RuPay,2018-12-08,2029-07-21,BLOCKED
CARD140705,ACC0160270,Credit,Mastercard,2018-09-11,2029-06-25,ACTIVE
